,Area,Item,Element,Year,Unit,Value
51163,Lesotho,Cattle,Stocks,2016,Head,494007.0
51223,Lesotho,Chickens,Stocks,2016,1000 Head,292.0
51283,Lesotho,Goats,Stocks,2016,Head,700509.0
51343,Lesotho,Horses,Stocks,2016,Head,59875.0
51403,Lesotho,Mules,Stocks,2016,Head,140.0
51463,Lesotho,Pigs,Stocks,2016,Head,83190.0
51523,Lesotho,Sheep,Stocks,2016,Head,1432065.0
51583,Liberia,Cattle,Stocks,2016,Head,42932.0
51643,Liberia,Chickens,Stocks,2016,1000 Head,7779.0
51703,Liberia,Ducks,Stocks,2016,1000 Head,325.0
51763,Liberia,Goats,Stocks,2016,Head,345932.0
51823,Liberia,Pigs,Stocks,2016,Head,286671.0
51883,Liberia,Sheep,Stocks,2016,Head,278026.0
51943,Libya,Asses,Stocks,2016,Head,29167.0
